Bericht,Berichtklasse,Berichtelement\Datatype,CDT-element\Datatype,CDT-element\Datatype,Sleutelelement,Codelijst,Regel,Regelcode,Retourcode
JW317,TeWijzigenProduct,Omvang\CDT_Omvang,Volume\LDT_Volume,,,,RS005: Maximale waarde 99999999 (8*9),RS005,
JW317,TeWijzigenProduct,Omvang\CDT_Omvang,Eenheid\LDT_Eenheid,,,WJ756,RS009: Maximale lengte 2 posities,RS009,
JW317,TeWijzigenProduct,Omvang\CDT_Omvang,Frequentie\LDT_Frequentie,,,WMO757,RS008: Maximale lengte 1 positie,RS008,
JW317,TeWijzigenProduct,ToewijzingNummer\LDT_Nummer,,,ja,,RS001: Minimale waarde 0,RS001,
JW317,TeWijzigenProduct,ToewijzingNummer\LDT_Nummer,,,ja,,RS006: Maximale waarde 999999999 (9*9),RS006,
JW317,TeWijzigenProduct,Budget,,,,,"CD078: Indien Omvang gevuld is, dan leeg laten",CD078,0001
JW317,TeWijzigenProduct,Budget,,,,,IV024: Hoe moeten bedragen worden gevuld?,IV024,
JW317,TeWijzigenProduct,Budget\LDT_Budget,,,,,RS001: Minimale waarde 0,RS001,
JW317,TeWijzigenProduct,Budget\LDT_Budget,,,,,RS005: Maximale waarde 99999999 (8*9),RS005,
JW317,Verzoek,,,,,,TR349: Het verzoek om wijziging bericht bevat alle actuele ToegewezenProducten van de client,TR349,9349
JW317,Verzoek,,,,,,TR352: Bij een verzoek om wijziging komt minstens 1 OngewijzigdProduct of TeWijzigenProduct voor.,TR352,0001
JW317,Verzoek,,,,,,TR353: Bij een verzoek om wijziging komt minstens 1 TeWijzigenProduct of NieuwProduct voor.,TR353,0001
JW317,Verzoek,,,,,,TR361: Een Product mag alleen vaker in verzoek om wijziging voorkomen als de zorgperiodes elkaar niet overlappen,TR361,9361
JW317,Verzoek,ReferentieAanbieder,,,ja,,TR347: ReferentieAanbieder is uniek voor de aanbieder binnen het wettelijk domein,TR347,9347
JW317,Verzoek,ReferentieAanbieder\LDT_Referentie,,,ja,,RS024: Maximale lengte 36 posities,RS024,
JW317,Verzoek,ReferentieAanbieder\LDT_Referentie,,,ja,,RS033: Geen lege elementen in XML.,RS033,
JW317,Verzoek,RedenVerzoek\LDT_RedenVerzoek,,,,WJ758,RS008: Maximale lengte 1 positie,RS008,
JW319,,,,,,,"OP003:  Het gestandaardiseerd berichtenverkeer wordt niet gebruikt indien, naar oordeel van een (zorg)professional, de overdracht van clientgegevens ernstige risico's met zich meebrengt voor de veiligheid van de client.",OP003,
JW319,,,,,,,"OP039: In het berichtenverkeer mogen ketenpartijen clientgegevens doorgeven zoals deze in de administratie van de betreffende ketenpartij voorkomen, mits deze gegevens geen onderdeel zijn van een logische sleutel.",OP039,
JW319,,,,,,,"OP047: Als een bericht niet aan de geldende standaard voldoet, mag het bericht afgekeurd worden.",OP047,
JW319,,,,,,,OP080: Aan het tijdstip waarop en de volgorde waarin berichten worden ontvangen en verwerkt kunnen ketenpartijen geen betekenis hechten.,OP080,
JW319,,,,,,,OP095: Een bericht mag niet worden afgekeurd op basis van informatie waartoe de verzendende partij geen toegang heeft.,OP095,
JW319,,,,,,,OP179: De grootte van verzonden bestanden mag niet meer zijn dan 25 Mb.,OP179,
JW319,,,,,,,OP192: Verzonden berichten moeten voldoen aan de technische eisen.,OP192,
JW319,,,,,,,OP254: In de iJw berichten worden AGB-codes gebruikt voor routering van de berichten en voor identificatie van de aanbieder.,OP254,
JW319,,,,,,,OP274: Na ontvangst van een verzoek om toewijzing stuurt de gemeente per aangevraagd product binnen 5 werkdagen ofwel een toewijzingbericht ofwel een antwoordbericht aan de aanbieder.,OP274,
JW319,,,,,,,"OP286: Als de ontvanger een technische fout constateert, keurt deze het bericht in zijn geheel af en laat hij dit weten aan de verzender. Het bericht moet daarmee functioneel als niet-verzonden worden beschouwd",OP286,
JW319,,,,,,,OP344: Een verzoek wordt door de gemeente uiteindelijk beantwoord met een toewijzing of een afwijzing.,OP344,
JW319,,,,,,,OP346: Na ontvangst van een verzoek om wijziging bericht stuurt de gemeente binnen 5 werkdagen ofwel een toewijzingbericht ofwel een antwoordbericht aan de aanbieder. (Requirement).,OP346,
JW319,,,,,,,"OP359: Indien een verzoek om toewijzing wordt afgewezen op basis van het woonplaatsbeginsel, dient de gemeente dit binnen de wettelijke termijn van 2 weken af te wijzen en de financieel verantwoordelijke gemeente terug te geven aan de aanbieder",OP359,
JW319,,,,,,,IV095: Hoe moet de juiste gemeente gevuld worden.,IV095,
JW319,Antwoord,,,,,,"TR359: Als een antwoordbericht wordt verstuurd, mag er niet al eerder een toewijzingsbericht gestuurd zijn met dezelfde ReferentieAanbieder",TR359,9359
JW319,Antwoord,,,,,,"TR360: Een antwoordbericht met in VerzoekAntwoord de waarde 2 (Aanvraag in onderzoek), mag alleen gestuurd worden indien er nog geen antwoordbericht is met deze ReferentieAanbieder",TR360,9360
JW319,Antwoord,,,,,,TR365: Als er al een antwoordbericht is met dezelfde ReferentieAanbieder dan moet VerzoekAntwoord daar de waarde 2 (Aanvraag in onderzoek) hebben.,TR365,9365
JW319,Antwoord,ReferentieAanbieder,,,ja,,TR355: ReferentieAanbieder in het antwoordbericht komt voor in een eerder verzoek om toewijzing of verzoek om wijziging,TR355,9355
JW319,Antwoord,ReferentieAanbieder\LDT_Referentie,,,ja,,RS024: Maximale lengte 36 posities,RS024,
JW319,Antwoord,ReferentieAanbieder\LDT_Referentie,,,ja,,RS033: Geen lege elementen in XML.,RS033,
JW319,Antwoord,VerzoekAntwoord\LDT_VerzoekAntwoord,,,ja,WJ760,RS008: Maximale lengte 1 positie,RS008,
JW319,Antwoord,RedenAfwijzingVerzoek,,,,,"CD085: Als VerzoekAntwoord de waarde 1 (Verzoek afgewezen) heeft, dan vullen",CD085,0001
JW319,Antwoord,RedenAfwijzingVerzoek,,,,,"CD086: Als VerzoekAntwoord de waarde 2 (Aanvraag in onderzoek) heeft, dan leeg laten",CD086,0001
JW319,Antwoord,RedenAfwijzingVerzoek\LDT_RedenAfwijzingVerzoek,,,,WJ759,RS009: Maximale lengte 2 posities,RS009,
JW319,Header,Afzender,,,,,IV046: Welke gemeentecode moet gevuld worden?,IV046,
JW319,Header,Afzender\LDT_Gemeente,,,,,RS035: Vullen met 4 cijfers.,RS035,
JW319,Header,Afzender\LDT_Gemeente,,,,,TR378: Vullen met een bestaande gemeentecode uit het overzicht van CBS dat actueel is op Ingangsdatum of ToewijzingIngangsdatum.,TR378,S300
JW319,Header,Ontvanger\LDT_AgbCode,,,,,RS014: Maximale lengte 8 posities,RS014,
JW319,Header,Ontvanger\LDT_AgbCode,,,,,RS036: Vullen met 8 cijfers.,RS036,
JW319,Header,BerichtIdentificatie\CDT_BerichtIdentificatie,Identificatie,,,,TR056: Identificatie moet per berichtsoort uniek zijn voor de verzendende partij.,TR056,9056
JW319,Header,BerichtIdentificatie\CDT_BerichtIdentificatie,Identificatie\LDT_IdentificatieBericht,,,,RS017: Maximale lengte 12 posities,RS017,
JW319,Header,BerichtIdentificatie\CDT_BerichtIdentificatie,Identificatie\LDT_IdentificatieBericht,,,,RS033: Geen lege elementen in XML.,RS033,
JW319,Header,BerichtIdentificatie\CDT_BerichtIdentificatie,Dagtekening,,,,TR135: Vullen met een bestaande datum die niet in de toekomst ligt.,TR135,8848
JW319,Header,BerichtIdentificatie\CDT_BerichtIdentificatie,Dagtekening\LDT_Datum,,,,RS032: Datum vullen zonder tijdzone.,RS032,
JW319,Header,BerichtCode\LDT_BerichtCode,,,,,RS010: Maximale lengte 3 posities,RS010,
JW319,Header,BerichtCode\LDT_BerichtCode,,,,,RS047: Vullen met BerichtCode volgens de specificatie,RS047,
JW319,Header,BerichtVersie,,,,,CS025: BerichtVersie vullen met 3.,CS025,
JW319,Header,BerichtVersie\LDT_BerichtVersie,,,,,RS001: Minimale waarde 0,RS001,
JW319,Header,BerichtVersie\LDT_BerichtVersie,,,,,RS002: Maximale waarde 99,RS002,
JW319,Header,BerichtSubversie,,,,,CS015: BerichtSubversie vullen met 2.,CS015,
JW319,Header,BerichtSubversie\LDT_BerichtSubversie,,,,,RS001: Minimale waarde 0,RS001,
JW319,Header,BerichtSubversie\LDT_BerichtSubversie,,,,,RS002: Maximale waarde 99,RS002,
JW319,Header,XsdVersie\CDT_XsdVersie,BerichtXsdVersie,,,,IV034: Hoe moet XsdVersie gevuld worden?,IV034,
JW319,Header,XsdVersie\CDT_XsdVersie,BerichtXsdVersie\LDT_Versie,,,,"RS048: Vullen met een versienummer bestaande uit drie gehele getallen, gescheiden met punten.",RS048,
JW319,Header,XsdVersie\CDT_XsdVersie,BasisschemaXsdVersie,,,,IV034: Hoe moet XsdVersie gevuld worden?,IV034,
JW319,Header,XsdVersie\CDT_XsdVersie,BasisschemaXsdVersie\LDT_Versie,,,,"RS048: Vullen met een versienummer bestaande uit drie gehele getallen, gescheiden met punten.",RS048,
JW319,Woonplaatsbeginsel,,,,,,"TR377: Indien RedenAfwijzingVerzoek de waarde 8 (Woonplaatsbeginsel) heeft, dan berichtklasse Woonplaatsbeginsel opnemen",TR377,0001
JW319,Woonplaatsbeginsel,,,,,,"TR409: Als RedenAfwijzingVerzoek ongelijk is aan 8 (Woonplaatsbeginsel), dan berichtklasse Woonplaatsbeginsel weglaten",TR409,0001
JW319,Woonplaatsbeginsel,Gemeente\LDT_Gemeente,,,ja,,RS035: Vullen met 4 cijfers.,RS035,
JW319,Woonplaatsbeginsel,Gemeente\LDT_Gemeente,,,ja,,TR378: Vullen met een bestaande gemeentecode uit het overzicht van CBS dat actueel is op Ingangsdatum of ToewijzingIngangsdatum.,TR378,S300
JW323,,,,,,,"OP003:  Het gestandaardiseerd berichtenverkeer wordt niet gebruikt indien, naar oordeel van een (zorg)professional, de overdracht van clientgegevens ernstige risico's met zich meebrengt voor de veiligheid van de client.",OP003,
JW323,,,,,,,"OP039: In het berichtenverkeer mogen ketenpartijen clientgegevens doorgeven zoals deze in de administratie van de betreffende ketenpartij voorkomen, mits deze gegevens geen onderdeel zijn van een logische sleutel.",OP039,
JW323,,,,,,,"OP047: Als een bericht niet aan de geldende standaard voldoet, mag het bericht afgekeurd worden.",OP047,
JW323,,,,,,,OP079: Het is verplicht om gebruik te maken van het BSN van de client in de onderlinge uitwisseling van gegevens.,OP079,
JW323,,,,,,,OP080: Aan het tijdstip waarop en de volgorde waarin berichten worden ontvangen en verwerkt kunnen ketenpartijen geen betekenis hechten.,OP080,
JW323,,,,,,,OP095: Een bericht mag niet worden afgekeurd op basis van informatie waartoe de verzendende partij geen toegang heeft.,OP095,
JW323,,,,,,,OP179: De grootte van verzonden bestanden mag niet meer zijn dan 25 Mb.,OP179,
JW323,,,,,,,OP192: Verzonden berichten moeten voldoen aan de technische eisen.,OP192,
JW323,,,,,,,OP254: In de iJw berichten worden AGB-codes gebruikt voor routering van de berichten en voor identificatie van de aanbieder.,OP254,
JW323,,,,,,,OP262: Voor ondersteuningsproducten met een inspanningsgerichte uitvoering wordt een tarief per tijdseenheid afgesproken behalve voor ondersteuningsproducten met de eenheid stuks (inspanning) daar wordt een tarief per stuk afgesproken.,OP262,
JW323,,,,,,,OP263: Voor ondersteuningsproducten met een outputgerichte werkwijze wordt een tarief per stuk afgesproken of wordt afgesproken dat een bedrag in euro's over een vastgestelde periode wordt vastgesteld.,OP263,
JW323,,,,,,,OP264: Voor ondersteuningsproducten met een outputgerichte werkwijze wordt vastgesteld op welk moment gedeclareerd wordt.,OP264,
JW323,,,,,,,OP267: De aanbieder declareert in een eenheid die aansluit bij de toewijzing.,OP267,
JW323,,,,,,,OP276: De aanbieder declareert voor een client waarvoor de aanbieder een toewijzing ontvangen heeft.,OP276,
JW323,,,,,,,OP279: De aanbieder declareert een product binnen de toegewezen periode.,OP279,
JW323,,,,,,,OP280: Een declaratiebericht heeft betrekking op één declaratieperiode.,OP280,
JW323,,,,,,,OP281: Een declaratiebericht kan prestaties van één of meer clienten bevatten.,OP281,
JW323,,,,,,,OP283: Iedere prestatie krijgt een uniek nummer per aanbieder per wettelijk domein.,OP283,
JW323,,,,,,,"OP284: Indien iedere declaratieperiode zorg is geleverd door de aanbieder, moeten de declaratieperioden aansluitend zijn in opvolgende declaratieberichten.",OP284,
JW323,,,,,,,"OP286: Als de ontvanger een technische fout constateert, keurt deze het bericht in zijn geheel af en laat hij dit weten aan de verzender. Het bericht moet daarmee functioneel als niet-verzonden worden beschouwd",OP286,
JW323,,,,,,,OP302: De aanbieder declareert een zorg- of ondersteuningsproduct dat aansluit bij de toewijzing.,OP302,
JW323,,,,,,,OP303: Het  declaratie-antwoordbericht bevat alle informatie om het bericht administratief te verwerken.,OP303,
JW323,,,,,,,OP349: Iedere declaratie krijgt een uniek nummer per aanbieder per wettelijk domein.,OP349,
JW323,,,,,,,OP354: Zorg of ondersteuning geleverd aan een client tijdens een bepaalde declaratieperiode wordt direct in de erop volgende declaratieperiode of achteraf in een latere declaratieperiode gedeclareerd.,OP354,
JW323,,,,,,,OP360: Een prestatie mag alleen worden gecrediteerd indien deze niet eerder is gecrediteerd,OP360,
JW323,,,,,,,OP364: Regieberichten worden niet voorwaardelijk gesteld aan declaratie,OP364,
JW323,,,,,,,OP365: De aanbieder declareert een zorg- of ondersteuningsproduct met een omvang die aansluit bij de toewijzing en/of gecontracteerde afspraken.,OP365,
JW323,,,,,,,OP366: Een prestatieregel moet eerst volledig worden gecrediteerd voordat er een correctie op deze prestatieregel kan worden ingediend,OP366,
JW323,,,,,,,OP367: Een productperiode valt altijd binnen een kalendermaand,OP367,
JW323,,,,,,,OP368: Een productperiode valt altijd binnen de geldigheidsperiode van een toewijzing,OP368,
JW323,,,,,,,IV084: Hoe moet de declaratie gevuld worden wanneer sprake is van elkaar opvolgende toewijzingen binnen 1 declaratieperiode?,IV084,
JW323,,,,,,,IV085: Wanneer kan een creditering van een declaratie verzonden worden?,IV085,
JW323,,,,,,,IV086: Hoe moet worden omgegaan met debet en credit prestaties in een declaratiebericht?,IV086,
JW323,,,,,,,IV090: Hoe moet het declaratiebericht gevuld worden indien achteraf gedeclareerd wordt?,IV090,
JW323,,,,,,,IV091: Hoe moet een creditprestatie gevuld worden in een declaratiebericht?,IV091,
JW323,Client,,,,,,TR101: Binnen een bericht zijn dubbele regels niet toegestaan.,TR101,0001
JW323,Client,Bsn,,,ja,,TR304: Bsn moet overeenkomen met Bsn van een Client.,TR304,8187
JW323,Client,Bsn\LDT_BurgerServicenummer,,,ja,,CS002: De waarde moet voldoen aan de 11-proef.,CS002,0001
JW323,Client,Bsn\LDT_BurgerServicenummer,,,ja,,RS015: Maximale lengte 9 posities,RS015,
JW323,Client,Bsn\LDT_BurgerServicenummer,,,ja,,RS037: Vullen met 9 cijfers.,RS037,
JW323,Declaratie,DeclaratieNummer,,,ja,,CS319: Aaneengesloten vullen met cijfers en/of letters,CS319,
JW323,Declaratie,DeclaratieNummer,,,ja,,TR333: DeclaratieNummer van de Declaratie moet uniek zijn voor de aanbieder binnen het wettelijk domein waarop de Declaratie betrekking heeft.,TR333,9333
JW323,Declaratie,DeclaratieNummer\LDT_IdentificatieDeclaratie,,,ja,,RS017: Maximale lengte 12 posities,RS017,
JW323,Declaratie,DeclaratiePeriode,,,,,CS100: Vullen met een datum die groter dan of gelijk is aan 01-01-2021,CS100,0001
JW323,Declaratie,DeclaratiePeriode,,,,,CS340: De periode is exact gelijk aan 1 hele kalendermaand,CS340,0001
JW323,Declaratie,DeclaratiePeriode,,,,,"TR318: Indien iedere DeclaratiePeriode zorg is geleverd, moet DeclaratiePeriode de kalendermaand volgend op voorgaande DeclaratiePeriode zijn.",TR318,8214
JW323,Declaratie,DeclaratiePeriode,,,,,"IV076: Hoe moet het volume in de prestatie gevuld worden, wanneer de toewijzing de frequentie week heeft",IV076,
JW323,Declaratie,DeclaratiePeriode\CDT_GeslotenPeriode,Begindatum,,,,TR134: Vullen met een bestaande datum die niet groter is dan de Dagtekening van het bericht.,TR134,0001
JW323,Declaratie,DeclaratiePeriode\CDT_GeslotenPeriode,Begindatum\LDT_Datum,,,,RS032: Datum vullen zonder tijdzone.,RS032,
JW323,Declaratie,DeclaratiePeriode\CDT_GeslotenPeriode,Einddatum,,,,"TR137: Vullen met een waarde die groter is dan, of gelijk is aan de Begindatum van de aangeduide periode én die niet groter is dan de Dagtekening van het bericht.",TR137,0001
JW323,Declaratie,DeclaratiePeriode\CDT_GeslotenPeriode,Einddatum\LDT_Datum,,,,RS032: Datum vullen zonder tijdzone.,RS032,
JW323,Declaratie,DeclaratieDagtekening\LDT_Datum,,,,,RS032: Datum vullen zonder tijdzone.,RS032,
JW323,Declaratie,TotaalIngediendBedrag,,,,,"TR358: De waarde van TotaalBedrag in TotaalIngediendBedrag  moet gelijk zijn aan de SOM van de waarden van Bedrag in Ingediendbedrag in alle onderliggende Prestaties, rekening houdend met indicatie debet/credit.",TR358,0001
JW323,Declaratie,TotaalIngediendBedrag\CDT_TotaalBedragMetDC,TotaalBedrag,,,,IV024: Hoe moeten bedragen worden gevuld?,IV024,
JW323,Declaratie,TotaalIngediendBedrag\CDT_TotaalBedragMetDC,TotaalBedrag\LDT_TotaalBedrag,,,,RS001: Minimale waarde 0,RS001,
JW323,Declaratie,TotaalIngediendBedrag\CDT_TotaalBedragMetDC,TotaalBedrag\LDT_TotaalBedrag,,,,RS040: Maximale waarde 999999999999 (12*9),RS040,
JW323,Declaratie,TotaalIngediendBedrag\CDT_TotaalBedragMetDC,DebetCredit,,,,"CS325: Indien (Totaal)Bedrag de waarde 0 heeft, dan DebetCredit vullen met D (Debet).",CS325,0001
JW323,Declaratie,TotaalIngediendBedrag\CDT_TotaalBedragMetDC,DebetCredit\LDT_DebetCredit,,,COD043,RS008: Maximale lengte 1 positie,RS008,
JW323,Header,Afzender\LDT_AgbCode,,,,,RS014: Maximale lengte 8 posities,RS014,
JW323,Header,Afzender\LDT_AgbCode,,,,,RS036: Vullen met 8 cijfers.,RS036,
JW323,Header,Ontvanger,,,,,IV046: Welke gemeentecode moet gevuld worden?,IV046,
JW323,Header,Ontvanger\LDT_Gemeente,,,,,RS035: Vullen met 4 cijfers.,RS035,
JW323,Header,Ontvanger\LDT_Gemeente,,,,,TR378: Vullen met een bestaande gemeentecode uit het overzicht van CBS dat actueel is op Ingangsdatum of ToewijzingIngangsdatum.,TR378,S300
JW323,Header,BerichtIdentificatie\CDT_BerichtIdentificatie,Identificatie,,,,TR056: Identificatie moet per berichtsoort uniek zijn voor de verzendende partij.,TR056,9056
JW323,Header,BerichtIdentificatie\CDT_BerichtIdentificatie,Identificatie\LDT_IdentificatieBericht,,,,RS017: Maximale lengte 12 posities,RS017,
JW323,Header,BerichtIdentificatie\CDT_BerichtIdentificatie,Identificatie\LDT_IdentificatieBericht,,,,RS033: Geen lege elementen in XML.,RS033,
JW323,Header,BerichtIdentificatie\CDT_BerichtIdentificatie,Dagtekening,,,,TR135: Vullen met een bestaande datum die niet in de toekomst ligt.,TR135,8848
JW323,Header,BerichtIdentificatie\CDT_BerichtIdentificatie,Dagtekening\LDT_Datum,,,,RS032: Datum vullen zonder tijdzone.,RS032,
JW323,Header,BerichtCode\LDT_BerichtCode,,,,,RS010: Maximale lengte 3 posities,RS010,
JW323,Header,BerichtCode\LDT_BerichtCode,,,,,RS047: Vullen met BerichtCode volgens de specificatie,RS047,
JW323,Header,BerichtVersie,,,,,CS025: BerichtVersie vullen met 3.,CS025,
JW323,Header,BerichtVersie\LDT_BerichtVersie,,,,,RS001: Minimale waarde 0,RS001,
JW323,Header,BerichtVersie\LDT_BerichtVersie,,,,,RS002: Maximale waarde 99,RS002,
JW323,Header,BerichtSubversie,,,,,CS015: BerichtSubversie vullen met 2.,CS015,
JW323,Header,BerichtSubversie\LDT_BerichtSubversie,,,,,RS001: Minimale waarde 0,RS001,
JW323,Header,BerichtSubversie\LDT_BerichtSubversie,,,,,RS002: Maximale waarde 99,RS002,
JW323,Header,XsdVersie\CDT_XsdVersie,BerichtXsdVersie,,,,IV034: Hoe moet XsdVersie gevuld worden?,IV034,
JW323,Header,XsdVersie\CDT_XsdVersie,BerichtXsdVersie\LDT_Versie,,,,"RS048: Vullen met een versienummer bestaande uit drie gehele getallen, gescheiden met punten.",RS048,
JW323,Header,XsdVersie\CDT_XsdVersie,BasisschemaXsdVersie,,,,IV034: Hoe moet XsdVersie gevuld worden?,IV034,
JW323,Header,XsdVersie\CDT_XsdVersie,BasisschemaXsdVersie\LDT_Versie,,,,"RS048: Vullen met een versienummer bestaande uit drie gehele getallen, gescheiden met punten.",RS048,
JW323,Prestatie,,,,,,TR101: Binnen een bericht zijn dubbele regels niet toegestaan.,TR101,0001
JW323,Prestatie,,,,,,"TR319: Een declaratiebericht bevat alleen prestaties waarvan de ProductPeriode valt binnen de huidige, of een voorgaande declaratieperiode.",TR319,9319
JW323,Prestatie,,,,,,TR338: De Prestatie is gerelateerd aan een ToegewezenProduct op basis van het Toewijzingnummer.,TR338,9338
JW323,Prestatie,,,,,,"TR384: Het is niet toegestaan te declareren op een toewijzing met RedenWijziging waarde ""13"" (Verwijderd)",TR384,9384
JW323,Prestatie,,,,,,"TR389: Prestatie met DebetCredit in IngediendBedrag waarde Debet mag alleen ingezonden worden voor dezelfde ProductPeriode, ProductCategorie en ProductCode met gelijk ToewijzingNummer als er niet al eerder een debetprestatie is verzonden.",TR389,9389
JW323,Prestatie,,,,,,TR390: DebetCredit mag alleen waarde Credit hebben indien voor Prestatie met gelijk ProductReferentie niet een Prestatie met Credit bestaat,TR390,9390
JW323,Prestatie,,,,,,"TR416: Prestatie met DebetCredit in IngediendBedrag waarde Debet mag alleen ingezonden worden voor dezelfde ProductPeriode, ProductCategorie en ProductCode met gelijk ToewijzingNummer als er niet al een Prestatie met waarde Debet is.",TR416,0001
JW323,Prestatie,,,,,,IV042: Hoe moet de omvang van te leveren of geleverde ondersteuning gevuld worden?,IV042,
JW323,Prestatie,,,,,,IV075: Hoe moeten productgegevens gevuld worden?,IV075,
JW323,Prestatie,,,,,,IV078: Wat mag gedeclareerd worden wanneer een onvolledige periode is toegewezen?,IV078,
JW323,Prestatie,ProductReferentie,,,ja,,"TR314: ReferentieNummer van de Prestatie moet uniek zijn voor de aanbieder binnen het wettelijk domein waarop de Prestatie betrekking heeft, zowel binnen één bericht als berichtoverstijgend.",TR314,8021
JW323,Prestatie,ProductReferentie,,,ja,,TR315: VorigReferentieNummer van de Prestatie moet uniek zijn in het bericht.,TR315,0001
JW323,Prestatie,ProductReferentie,,,ja,,TR316: Debetregels mogen niet in hetzelfde bericht gecrediteerd worden.,TR316,0001
JW323,Prestatie,ProductReferentie,,,ja,,TR323: Een credit Prestatie moet gerelateerd zijn aan een eerder verzonden (goedgekeurde) debet Prestatie op basis van sleutelvelden.,TR323,8017
JW323,Prestatie,ProductReferentie\CDT_Referentie,ReferentieNummer\LDT_ReferentieNummer,,ja,,RS019: Maximale lengte 20 posities,RS019,
JW323,Prestatie,ProductReferentie\CDT_Referentie,VorigReferentieNummer,,ja,,"CD060: Verplicht vullen indien DebetCredit bij het ingediende bedrag de waarde C (credit) heeft, anders leeg laten.",CD060,0001
JW323,Prestatie,ProductReferentie\CDT_Referentie,VorigReferentieNummer\LDT_ReferentieNummer,,ja,,RS019: Maximale lengte 20 posities,RS019,
JW323,Prestatie,ToewijzingNummer\LDT_Nummer,,,,,RS001: Minimale waarde 0,RS001,
JW323,Prestatie,ToewijzingNummer\LDT_Nummer,,,,,RS006: Maximale waarde 999999999 (9*9),RS006,
JW323,Prestatie,ProductCategorie,,,,,TR339: ProductCategorie in Prestatie moet gelijk zijn aan ProductCategorie in het ToegewezenProduct indien deze opgenomen is.,TR339,9339
JW323,Prestatie,ProductCategorie\LDT_ProductCategorie,,,,JZ020,RS009: Maximale lengte 2 posities,RS009,
JW323,Prestatie,ProductCode,,,,,"TR340: ProductCode in Prestatie moet gelijk zijn aan ProductCode in het ToegewezenProduct, indien deze opgenomen is.",TR340,9340
JW323,Prestatie,ProductCode,,,,,"TR381: ProductCode vullen met een code die, volgens de gehanteerde productcodelijst, past bij de ProductCategorie.",TR381,S329
JW323,Prestatie,ProductCode\LDT_ProductCode,,,,,RS012: Maximale lengte 5 posities,RS012,
JW323,Prestatie,ProductCode\LDT_ProductCode,,,,,RS033: Geen lege elementen in XML.,RS033,
JW323,Prestatie,ProductPeriode,,,,,CS100: Vullen met een datum die groter dan of gelijk is aan 01-01-2021,CS100,0001
JW323,Prestatie,ProductPeriode,,,,,CS337: Einddatum in de ProductPeriode vullen met een datum die valt in dezelfde kalendermaand en jaar als de Begindatum van de ProductPeriode,CS337,0001
JW323,Prestatie,ProductPeriode,,,,,TR307: Begindatum in ProductPeriode in Prestatie moet groter dan of gelijk zijn aan Ingangsdatum in ToegewezenProduct.,TR307,9307
JW323,Prestatie,ProductPeriode,,,,,"TR308: Einddatum in ProductPeriode in Prestatie moet kleiner dan of gelijk zijn aan Einddatum in ToegewezenProduct, indien die gevuld is.",TR308,9308
JW323,Prestatie,ProductPeriode,,,,,TR335: Einddatum mag niet meer dan 5 jaar voor DeclaratieDagtekening liggen.,TR335,0001
JW323,Prestatie,ProductPeriode,,,,,TR387: De Begindatum van een ProductPeriode is altijd de eerste dag van de kalendermaand waarop de ProductPeriode betrekking heeft tenzij de Ingangsdatum van de toewijzing later in de betreffende maand ligt,TR387,9387
JW323,Prestatie,ProductPeriode,,,,,TR388: De Einddatum van een ProductPeriode is altijd de laatste dag van de kalendermaand waarop de ProductPeriode betrekking heeft tenzij de Einddatum van de toewijzing eerder in de betreffende maand ligt,TR388,9388
JW323,Prestatie,ProductPeriode,,,,,IV089: Hoe moet ProductPeriode gevuld worden?,IV089,
JW323,Prestatie,ProductPeriode\CDT_GeslotenPeriode,Begindatum,,,,TR134: Vullen met een bestaande datum die niet groter is dan de Dagtekening van het bericht.,TR134,0001
JW323,Prestatie,ProductPeriode\CDT_GeslotenPeriode,Begindatum\LDT_Datum,,,,RS032: Datum vullen zonder tijdzone.,RS032,
JW323,Prestatie,ProductPeriode\CDT_GeslotenPeriode,Einddatum,,,,"TR137: Vullen met een waarde die groter is dan, of gelijk is aan de Begindatum van de aangeduide periode én die niet groter is dan de Dagtekening van het bericht.",TR137,0001
JW323,Prestatie,ProductPeriode\CDT_GeslotenPeriode,Einddatum\LDT_Datum,,,,RS032: Datum vullen zonder tijdzone.,RS032,
JW323,Prestatie,GeleverdVolume,,,,,"TR321: Indien in het ToegewezenProduct een Omvang is meegegeven, moet GeleverdVolume in de Prestatie passen binnen Volume in het ToegewezenProduct.",TR321,9321
JW323,Prestatie,GeleverdVolume,,,,,"TR322: Indien in het ToegewezenProduct een Omvang is meegegeven, moet de som van GeleverdVolume in alle ingediende Prestaties die betrekking hebben op dat ToegewezenProduct passen binnen de toegewezen Omvang.",TR322,9322
JW323,Prestatie,GeleverdVolume,,,,,"TR369: Indien in het ToegewezenProduct een Budget is meegegeven, moet de som van GeleverdVolume in alle ingediende Prestaties die betrekking hebben op dat ToegewezenProduct passen binnen het toegewezen Budget.",TR369,9369
JW323,Prestatie,GeleverdVolume,,,,,IV077: Hoe moet het maximaal te declareren volume berekend worden over de productperiode bij gebruik van de frequentie per week in de toewijzing?,IV077,
JW323,Prestatie,GeleverdVolume,,,,,IV079: Hoe moet het volume in de prestatie gevuld worden wanneer de eenheid in de prestatie uren is en de geleverde prestatie niet uit volledige uren bestaat?,IV079,
JW323,Prestatie,GeleverdVolume\LDT_Volume,,,,,RS001: Minimale waarde 0,RS001,
JW323,Prestatie,GeleverdVolume\LDT_Volume,,,,,RS005: Maximale waarde 99999999 (8*9),RS005,
